id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
16517,C44,small_airport,Toutant Airport,41.9557,-72.054398,770,NA,US,US-CT,Woodstock,no,C44,,C44,,https://en.wikipedia.org/wiki/Toutant_Airport,"CT04, George Campert Memorial, Putnam"
16958,CT00,heliport,Electro-Methods Inc Heliport,41.832000732421875,-72.60089874,104,NA,US,US-CT,South Windsor,no,CT00,,CT00,,,
16959,CT01,small_airport,Whelan Farms Airport,41.66619873046875,-73.18900299,1020,NA,US,US-CT,Bethlehem,no,CT01,,CT01,,,
16960,CT02,heliport,Clark Hill Heliport,41.642608,-72.562777,720,NA,US,US-CT,Glastonbury,no,CT02,,CT02,,,
16961,CT03,heliport,Bristol Hospital Heliport,41.675899505615234,-72.936203,406,NA,US,US-CT,Bristol,no,CT03,,CT03,,,
16962,CT04,closed,Grass Land Air Field,42.039002,-73.287103,705,NA,US,US-CT,North Canaan,no,,,,,,CT04
16963,CT05,heliport,Kaman Aerospace Corp Heliport,41.86199951171875,-72.69979858,164,NA,US,US-CT,Bloomfield,no,CT05,,CT05,,,
16964,CT06,heliport,Delta One Heliport,41.78900146484375,-72.66059875,21,NA,US,US-CT,Hartford,no,CT06,,CT06,,,
16965,CT07,small_airport,Skis Landing Area Airport,41.573393,-72.301318,510,NA,US,US-CT,Colchester,no,CT07,,CT07,,,
16966,CT08,closed,Gardner Lake Airport,41.50922,-72.244334,485,NA,US,US-CT,Colchester,no,,,,,https://web.archive.org/web/20161121062317/https://en.wikipedia.org/wiki/Gardner_Lake_Airport,CT08
16967,CT09,small_airport,Heckler Field,41.802898,-72.391701,793,NA,US,US-CT,Coventry,no,CT09,,CT09,,,
45336,CT10,heliport,Flat Rock Farm Heliport,41.742631,-71.8125,650,NA,US,US-CT,Sterling,no,CT10,,CT10,,,
16968,CT11,small_airport,Devils Hopyard Field,41.444,-72.338997,125,NA,US,US-CT,East Haddam,no,CT11,,CT11,,,
16969,CT12,heliport,St. Vincent's Medical Center Heliport,41.201251,-73.201543,148,NA,US,US-CT,Bridgeport,no,CT12,,CT12,,,
16970,CT13,small_airport,Yankee Airstrip,41.874482,-71.819472,720,NA,US,US-CT,East Killingly,no,CT13,,CT13,,,
16971,CT14,small_airport,Bancroft Airport,41.866798400878906,-72.61620331,52,NA,US,US-CT,East Windsor Hill,no,CT14,,CT14,,,
16972,CT15,small_airport,Wysocki Field,41.94540023803711,-72.4776001,390,NA,US,US-CT,Ellington,no,CT15,,CT15,,,
16973,CT16,seaplane_base,Fetske Seaplane Base,41.375099182128906,-72.37449646,,NA,US,US-CT,Essex,no,CT16,,CT16,,,
16974,CT17,heliport,United Technology Corp. Heliport,41.76570129394531,-72.67340088,351,NA,US,US-CT,Hartford,no,CT17,,CT17,,,
16975,CT18,heliport,State Emergency Heliport,41.764801025390625,-72.68199921,65,NA,US,US-CT,Hartford,no,CT18,,CT18,,,
16976,CT19,small_airport,Laurie Field,41.968201,-72.539803,129,NA,US,US-CT,Hazardville,no,CT19,,CT19,,,
16977,CT20,small_airport,Rankl Field,41.599591,-72.434278,350,NA,US,US-CT,Marlborough,no,CT20,,CT20,,,
16978,CT21,closed,C N Flagg Heliport,41.507831,-72.770417,333,NA,US,US-CT,Meriden,no,,,,,,CT21
16979,CT22,heliport,H O Penn-1 Heliport,41.660701751708984,-72.72840118,140,NA,US,US-CT,Newington,no,CT22,,CT22,,,
16980,CT23,heliport,Della Heliport,41.940101623535156,-72.60590363,115,NA,US,US-CT,Enfield,no,CT23,,CT23,,,
16981,CT24,small_airport,North Canaan Aviation Facilities Inc Airport,42.04539871,-73.33869934,658,NA,US,US-CT,North Canaan,no,CT24,,CT24,,,
16982,CT25,heliport,Miry Dam Heliport,41.556934,-73.124328,728,NA,US,US-CT,Middlebury,no,CT25,,CT25,,,
16983,CT26,heliport,Corporate Ridge Heliport,41.64870071411133,-72.66339874,180,NA,US,US-CT,Rocky Hill,no,CT26,,CT26,,,
16984,CT27,heliport,Tennessee F Heliport,42.00400161743164,-72.5401001,177,NA,US,US-CT,Enfield,no,CT27,,CT27,,,
16985,CT28,heliport,Veterans Home & Hospital Heliport,41.65840148925781,-72.64759827,150,NA,US,US-CT,Rocky Hill,no,CT28,,CT28,,,
16986,CT29,small_airport,Valley Farm Airport,42.013271,-72.472519,221,NA,US,US-CT,Somers,no,CT29,,CT29,,,
16987,CT30,closed,Nayaug Seaplane Landing Area Seaplane Base,41.639,-72.628098,3,NA,US,US-CT,South Glastonbury,no,,,,,,CT30
16988,CT31,closed,Swift Airport,41.965099,-72.332901,515,NA,US,US-CT,Stafford Springs,no,,,,,,CT31
16989,CT32,small_airport,Gallup Farm Airport,41.53540039,-71.83450317,440,NA,US,US-CT,Voluntown,no,CT32,,CT32,,,
16990,CT33,heliport,Clark Heliport,41.48149871826172,-72.80590057,127,NA,US,US-CT,Wallingford,no,CT33,,CT33,,,
16991,CT34,closed,USSC/North Haven Heliport,41.338468,-72.868692,12,NA,US,US-CT,North Haven,no,,,,,,CT34
16992,CT35,heliport,Hamilton Standard Heliport,41.93339920043945,-72.69950104,173,NA,US,US-CT,Windsor Locks,no,CT35,,CT35,,,
16993,CT36,small_airport,Gager Field,41.564499,-72.197304,465,NA,US,US-CT,Bozrah,no,CT36,,CT36,,,
16994,CT37,heliport,Sikorsky Bridgeport Heliport,41.161016,-73.204916,7,NA,US,US-CT,Bridgeport,no,CT37,,CT37,,,
16995,CT38,heliport,Corporate Center Heliport,41.71229934692383,-72.58789825,104,NA,US,US-CT,Glastonbury,no,CT38,,CT38,,,
16996,CT39,small_airport,Maplewood Farm Airport,41.468575,-72.708857,280,NA,US,US-CT,Durham,no,CT39,,CT39,,,
16997,CT40,heliport,Bob Thomas Ford Heliport,41.36980056762695,-72.91729736,80,NA,US,US-CT,Hamden,no,CT40,,CT40,,,
16998,CT41,heliport,General Electric Heliport,41.216757,-73.255618,122,NA,US,US-CT,Fairfield,no,CT41,,CT41,,,
16999,CT42,small_airport,Wings Ago Airstrip,41.850101470947266,-73.2661972,1585,NA,US,US-CT,Goshen,no,CT42,,CT42,,,
17000,CT43,small_airport,Spruce Airport,41.59370040893555,-71.93119812,200,NA,US,US-CT,Jewett City,no,CT43,,CT43,,,
17001,CT44,small_airport,Ripley Field,41.785701751708984,-73.30870056,1330,NA,US,US-CT,Litchfield,no,CT44,,CT44,,,
17002,CT45,heliport,Timex Heliport,41.55339813232422,-73.09819794,700,NA,US,US-CT,Middlebury,no,CT45,,CT45,,,
17003,CT46,heliport,Milford-Alexander Heliport,41.234500885009766,-73.03179932,20,NA,US,US-CT,Milford,no,CT46,,CT46,,,
17004,CT47,heliport,Consumer Products Div Warner-Lambert County Heliport,41.230098724365234,-73.03790283,20,NA,US,US-CT,Milford,no,CT47,,CT47,,,
17005,CT48,small_airport,Wychwood Field,41.436798095703125,-71.92539978,316,NA,US,US-CT,Mystic,no,CT48,,CT48,,,
17006,CT49,heliport,Plainville Heliport,41.667598724365234,-72.83229828,240,NA,US,US-CT,New Britain,no,CT49,,CT49,,,
17007,CT50,heliport,Marks Heliport,41.942901611328125,-72.70619965,150,NA,US,US-CT,East Granby,no,CT50,,CT50,,,
17008,CT51,small_airport,Docktors Field,41.53340148925781,-73.41619873,300,NA,US,US-CT,New Milford,no,CT51,,CT51,,,
17009,CT52,small_airport,Flying Ridge Airstrip,41.36819839477539,-73.29119873,610,NA,US,US-CT,Newtown,no,CT52,,CT52,,,
17010,CT53,heliport,Mountain View Heliport,42.01929855,-72.48370361,290,NA,US,US-CT,Somers,no,CT53,,CT53,,,
17011,CT54,heliport,North Branford Heliport,41.33570098876953,-72.79070282,255,NA,US,US-CT,North Branford,no,CT54,,CT54,,,
17012,CT55,heliport,North Haven Heliport,41.36729813,-72.88009644,10,NA,US,US-CT,North Haven,no,CT55,,CT55,,,
17013,CT56,closed,50 Washington Street Heliport,41.099472,-73.419483,143,NA,US,US-CT,Norwalk,no,,,,,,"CT56, CT56, CT56"
17014,CT57,heliport,Old Saybrook Heliport,41.30479813,-72.37169647,100,NA,US,US-CT,Old Saybrook,no,CT57,,CT57,,,
17015,CT58,closed,Portland Heliport,41.565899,-72.641502,40,NA,US,US-CT,Portland,no,,,,,,CT58
17016,CT59,small_airport,Good Hill Farm Airport,41.55009841918945,-73.2661972,949,NA,US,US-CT,Roxbury,no,CT59,,CT59,,,
17017,CT60,heliport,Ultimate Heliport,41.675201416015625,-72.89109802,253,NA,US,US-CT,Bristol,no,CT60,,CT60,,,
45340,CT62,heliport,Twin Manufacturing Company Heliport,41.809722,-72.609722,60,NA,US,US-CT,South Windsor,no,CT62,,CT62,,,
17018,CT63,heliport,Lake Compounce Heliport,41.640899658203125,-72.91960144,200,NA,US,US-CT,Bristol/Southington,no,CT63,,CT63,,,
17019,CT64,heliport,Pratt & Whitney Heliport,41.57509994506836,-72.89679718,140,NA,US,US-CT,Southington,no,CT64,,CT64,,,
17020,CT65,closed,Reed's Gap Heliport,41.469501,-72.741997,325,NA,US,US-CT,Wallingford,no,,,,,,
17021,CT66,small_airport,Long View Landing Airport,41.66680145263672,-73.28289795,940,NA,US,US-CT,Washington,no,CT66,,CT66,,,
17022,CT67,closed,A J Oster Company Heliport,41.6143,-73.059303,300,NA,US,US-CT,Watertown,no,,,,,,CT67
17023,CT68,heliport,Wauregan Heliport,41.75339889526367,-71.88760376,240,NA,US,US-CT,Wauregan,no,CT68,,CT68,,,
17024,CT69,heliport,Nasin Heliport,41.725399017333984,-72.1917038,242,NA,US,US-CT,Willimantic,no,CT69,,CT69,,,
17025,CT70,heliport,Wilsonville Heliport,42.013999938964844,-71.87950134,400,NA,US,US-CT,Wilsonville,no,CT70,,CT70,,,
17026,CT71,heliport,RTX Farmington Heliport,41.708928,-72.8021,362,NA,US,US-CT,Farmington,no,CT71,,CT71,,,"Otis Helistop Division of UTC, Raytheon Technologies"
17027,CT72,heliport,Cigna Heliport,41.81949996948242,-72.74819946,150,NA,US,US-CT,Bloomfield,no,CT72,,CT72,,,
17028,CT73,heliport,South Meadows Heliport,41.723201751708984,-72.86009979,200,NA,US,US-CT,Hartford,no,CT73,,CT73,,,
17029,CT74,small_airport,Westford Airstrip,41.951405,-72.181578,900,NA,US,US-CT,Ashford,no,CT74,,CT74,,,
17030,CT75,heliport,UConn Health Heliport,41.733284,-72.793125,340,NA,US,US-CT,Farmington,no,CT75,,CT75,,,Hurlbrink
17031,CT76,heliport,Chase Manhattan Bank of Ct Heliport,41.24229813,-73.15039825,200,NA,US,US-CT,Trumbull,no,CT76,,CT76,,,
17032,CT77,heliport,American Cyanamid County Heliport,41.43899917602539,-72.83789825,61,NA,US,US-CT,Wallingford,no,CT77,,CT77,,,
17033,CT78,seaplane_base,Lord Creek Seaplane Base,41.35150146484375,-72.35510254,,NA,US,US-CT,Lyme,no,CT78,,CT78,,,
17034,CT79,heliport,Merritt 7 Helistop,41.144471,-73.42854,105,NA,US,US-CT,Norwalk,no,CT79,,CT79,,,
17035,CT80,small_airport,Stonington Airpark,41.34730148,-71.8859024,7,NA,US,US-CT,Stonington,no,CT80,,CT80,,,
17036,CT82,seaplane_base,Quaddick Lake Seaplane Base,41.95840072631836,-71.8167038,403,NA,US,US-CT,Thompson,no,CT82,,CT82,,,
17037,CT83,heliport,Dow Chemical Heliport,41.388999938964844,-73.53099823,655,NA,US,US-CT,Danbury,no,CT83,,CT83,,,
17038,CT84,heliport,Partyka Chevrolet Heliport,41.37369918823242,-72.90869904,50,NA,US,US-CT,Hamden,no,CT84,,CT84,,,
17039,CT85,small_airport,Roberts Farm Airport,41.889801025390625,-72.61509705,37,NA,US,US-CT,East Windsor,no,CT85,,CT85,,,
17040,CT86,heliport,Sanford Heliport,41.433998107910156,-72.39399719,300,NA,US,US-CT,East Haddam,no,CT86,,CT86,,,
17041,CT87,seaplane_base,Bootlegger's Seaplane Base,41.99840164,-72.60590363,35,NA,US,US-CT,Enfield,no,CT87,,CT87,,,
17042,CT88,closed,Rentschler Heliport,41.7517,-72.6253,30,NA,US,US-CT,East Hartford,no,,,,,https://en.wikipedia.org/wiki/Rentschler_Heliport,"EHT, CT88"
17043,CT89,heliport,Itt Heliport,41.27510070800781,-73.13289642,327,NA,US,US-CT,Shelton,no,CT89,,CT89,,,
17044,CT90,heliport,Dairy Mart Farms Inc Heliport,41.98149871826172,-72.58509827,118,NA,US,US-CT,Enfield,no,CT90,,CT90,,,
17045,CT91,closed,USSC Heliport,41.152318,-73.427343,165,NA,US,US-CT,Norwalk,no,,,,,,"CT91, United States Surgical Corporation"
17046,CT92,heliport,Bemer Heliport,41.62289810180664,-72.6006012,160,NA,US,US-CT,Portland,no,CT92,,CT92,,,
17047,CT93,heliport,Backus Hospital Heliport,41.54209899902344,-72.09230042,109,NA,US,US-CT,Norwich,no,CT93,,CT93,,,
17048,CT94,closed,"Tilcon Roncari, Inc. Heliport",41.936501,-72.735101,200,NA,US,US-CT,East Granby,no,,,,,,CT94
17049,CT95,heliport,Meriden-Wallingford Hospital Heliport,41.53340148925781,-72.80979919,145,NA,US,US-CT,Meriden,no,CT95,,CT95,,,
17050,CT96,small_airport,Green Acres Airport,41.709355,-72.971253,950,NA,US,US-CT,Bristol,no,CT96,,CT96,,,
17051,CT97,heliport,Shoreline Clinic Heliport,41.32899856567383,-72.42810059,59,NA,US,US-CT,Essex,no,CT97,,CT97,,,
17052,CT98,heliport,Middlesex Hospital Heliport,41.554841,-72.64614,57,NA,US,US-CT,Middletown,no,CT98,,CT98,,,
17053,CT99,heliport,Old Saybrook Police Heliport,41.29069900512695,-72.3789978,16,NA,US,US-CT,Old Saybrook,no,CT99,,CT99,,,
18348,K0B1,small_airport,Bethel Regional Airport,44.425201,-70.809896,654,NA,US,US-ME,Bethel,no,,,0B1,http://www.bethelregionalairport.com/,https://en.wikipedia.org/wiki/Bethel_Regional_Airport,Dyke Airport
18350,K0B5,small_airport,Turners Falls Airport,42.59140015,-72.52279663,356,NA,US,US-MA,Montague,no,0B5,,0B5,http://turnersfallsairport.com/,https://en.wikipedia.org/wiki/Turners_Falls_Airport,
18450,K1B0,small_airport,Dexter Regional Airport,45.004101,-69.237,533,NA,US,US-ME,Dexter,no,K1B0,,1B0,,https://en.wikipedia.org/wiki/Dexter_Regional_Airport,
18452,K1B2,small_airport,Katama Airpark,41.358299,-70.524399,18,NA,US,US-MA,Edgartown,no,1B2,,1B2,,https://en.wikipedia.org/wiki/Katama_Airpark,
18453,K1B6,small_airport,Hopedale Industrial Park Airport,42.106499,-71.510101,269,NA,US,US-MA,Hopedale,no,K1B6,,1B6,,https://en.wikipedia.org/wiki/Hopedale_Industrial_Park_Airport,
18454,K1B9,small_airport,Mansfield Municipal Airport,42.000099182099994,-71.19680023,122,NA,US,US-MA,Mansfield,no,1B9,,1B9,,https://en.wikipedia.org/wiki/Mansfield_Municipal_Airport,
18570,K2B3,small_airport,Parlin Field,43.3881,-72.189301,784,NA,US,US-NH,Newport,no,K2B3,NWH,2B3,,https://en.wikipedia.org/wiki/Parlin_Field,
18571,K2B7,small_airport,Pittsfield Municipal Airport,44.768501,-69.374397,198,NA,US,US-ME,Pittsfield,no,,,2B7,http://web.archive.org/web/20210627105317/http://www.maine.gov/mdot/aviation/docs/airportmasterplans/Pittsfield_AMPU-2017.pdf,https://en.wikipedia.org/wiki/Pittsfield_Municipal_Airport_(Maine),
18672,K3B0,small_airport,Southbridge Municipal Airport,42.10089874267578,-72.03839874,699,NA,US,US-MA,Southbridge,no,K3B0,,3B0,,https://en.wikipedia.org/wiki/Southbridge_Municipal_Airport,
18673,K3B1,small_airport,Greenville Municipal Airport,45.463001,-69.551598,1401,NA,US,US-ME,Greenville,no,K3B1,,3B1,,https://en.wikipedia.org/wiki/Greenville_Municipal_Airport_(Maine),
18675,K3B4,small_airport,Seacoast Airfield,43.14316,-70.773566,130,NA,US,US-ME,Eliot,no,,,3B4,,,Littlebrook Air Park
18676,K3B5,small_airport,Twitchell Airport,44.1889,-70.232903,356,NA,US,US-ME,Turner,no,K3B5,,3B5,,https://en.wikipedia.org/wiki/Twitchell_Airport,
18773,K43B,small_airport,Deblois Flight Strip,44.726398,-67.9907,217,NA,US,US-ME,Deblois,no,K43B,,43B,,https://en.wikipedia.org/wiki/Deblois_Flight_Strip,
18809,K4B8,small_airport,Robertson Field,41.690399169921875,-72.8647995,200,NA,US,US-CT,Plainville,no,K4B8,,4B8,,https://en.wikipedia.org/wiki/Robertson_Field,
18912,K5M3,small_airport,Moultonborough Airport,43.767859,-71.387615,571,NA,US,US-NH,Moultonborough,no,,,4MB,https://northcountryairbase.com/,,"5M3, 53NH, North County Airbase"
18952,K63B,small_airport,Limington Harmon Airport,43.76300048828125,-70.67250061,291,NA,US,US-ME,Limington,no,K63B,,63B,,,
19051,K7B2,small_airport,Northampton Airport,42.328098,-72.611397,121,NA,US,US-MA,Northampton,no,,,7B2,http://www.northamptonairport.com/,https://en.wikipedia.org/wiki/Northampton_Airport,
19052,K7B6,small_airport,Skylark Airpark,41.929298,-72.574501,120,NA,US,US-CT,Warehouse Point,no,K7B6,,7B6,,https://en.wikipedia.org/wiki/Skylark_Airpark,
19096,K81B,small_airport,Oxford County Regional Airport,44.157398,-70.4813,346,NA,US,US-ME,Oxford,no,K81B,,81B,,https://en.wikipedia.org/wiki/Oxford_County_Regional_Airport,
19118,K8B0,small_airport,Steven A. Bean Municipal Airport,44.991902,-70.664597,1825,NA,US,US-ME,Rangeley,no,,,8B0,,https://en.wikipedia.org/wiki/Steven_A._Bean_Municipal_Airport,
19119,K8B1,small_airport,Hawthorne Feather Airpark,43.061958,-71.905343,600,NA,US,US-NH,Hillsboro,no,K8B1,,8B1,,https://en.wikipedia.org/wiki/Hawthorne%E2%80%93Feather_Airpark,
19120,K8B5,small_airport,Tanner Hiller Airport,42.3564,-72.130096,584,NA,US,US-MA,Barre/Barre Plains,no,K8B5,,8B5,,https://en.wikipedia.org/wiki/Tanner%E2%80%93Hiller_Airport,
3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,NA,US,US-MA,Nantucket,yes,KACK,ACK,ACK,,https://en.wikipedia.org/wiki/Nantucket_Memorial_Airport,
19248,KAFN,small_airport,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040,NA,US,US-NH,Jaffrey,no,KAFN,AFN,AFN,http://silverranchairpark.com/,https://en.wikipedia.org/wiki/Jaffrey_Airport_%E2%80%93_Silver_Ranch_Airpark,
19300,KAQW,small_airport,Harriman and West Airport,42.6959,-73.170403,654,NA,US,US-MA,North Adams,no,KAQW,,AQW,,https://en.wikipedia.org/wiki/Harriman-and-West_Airport,
19310,KASH,small_airport,Nashua Airport / Boire Field,42.7817,-71.514801,199,NA,US,US-NH,Nashua,no,KASH,ASH,ASH,,https://en.wikipedia.org/wiki/Nashua_Airport,
19321,KAUG,medium_airport,Augusta State Airport,44.320598602299995,-69.79730225,352,NA,US,US-ME,Augusta,yes,KAUG,AUG,AUG,,https://en.wikipedia.org/wiki/Augusta_State_Airport,
29882,KAYE,closed,Fort Devens Moore Army Air Field,42.571961,-71.603766,269,NA,US,US-MA,Ayer,no,,,,,https://en.wikipedia.org/wiki/Moore_Army_Air_Field,"KAYE, KAYE, AYE"
19347,KB19,small_airport,Biddeford Municipal Airport,43.4641,-70.472397,157,NA,US,US-ME,Biddeford,no,,,B19,,https://en.wikipedia.org/wiki/Biddeford_Municipal_Airport,
19348,KB21,small_airport,Sugarloaf Regional Airport,45.085339,-70.216394,885,NA,US,US-ME,Carrabassett,no,KB21,,B21,,https://en.wikipedia.org/wiki/Sugarloaf_Regional_Airport,
3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,NA,US,US-MA,Westfield,no,KBAF,BAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,"Barnes Municipal Airport, Springfield"
3396,KBDL,large_airport,Bradley International Airport,41.93851,-72.688066,173,NA,US,US-CT,Hartford,yes,KBDL,BDL,BDL,http://www.bradleyairport.com/,https://en.wikipedia.org/wiki/Bradley_International_Airport,"HFD, Hartford"
3397,KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.163502,-73.126198,9,NA,US,US-CT,Bridgeport,no,KBDR,BDR,BDR,,https://en.wikipedia.org/wiki/Sikorsky_Memorial_Airport,
3398,KBED,medium_airport,Laurence G Hanscom Field,42.470001,-71.289001,133,NA,US,US-MA,Bedford,yes,KBED,BED,BED,http://www.massport.com/hansc/,https://en.wikipedia.org/wiki/Hanscom_Field,Hanscom Air Force Base
3405,KBGR,medium_airport,Bangor International Airport,44.8074,-68.828102,192,NA,US,US-ME,Bangor,yes,KBGR,BGR,BGR,,https://en.wikipedia.org/wiki/Bangor_International_Airport,
19373,KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,NA,US,US-ME,Bar Harbor,yes,KBHB,BHB,BHB,,https://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport,
16500,KBID,small_airport,Block Island State Airport,41.168446,-71.578631,108,NA,US,US-RI,Block Island,yes,KBID,BID,BID,http://www.blockislandri.net/blockislandairport.htm,https://en.wikipedia.org/wiki/Block_Island_State_Airport,
19392,KBML,small_airport,Berlin Regional Airport,44.57540131,-71.17590332,1161,NA,US,US-NH,Berlin,no,KBML,BML,BML,,https://en.wikipedia.org/wiki/Berlin_Municipal_Airport,
3422,KBOS,large_airport,Logan International Airport,42.36197,-71.0079,20,NA,US,US-MA,Boston,yes,KBOS,BOS,BOS,http://www.massport.com/logan/,https://en.wikipedia.org/wiki/Logan_International_Airport,General Edward Lawrence Logan International Airport
19408,KBST,small_airport,Belfast Municipal Airport,44.409401,-69.011902,198,NA,US,US-ME,Belfast,no,KBST,,BST,,https://en.wikipedia.org/wiki/Belfast_Municipal_Airport,
3430,KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,335,NA,US,US-VT,South Burlington,yes,KBTV,BTV,BTV,http://www.vermontairports.com/btv.html,https://en.wikipedia.org/wiki/Burlington_International_Airport,
3433,KBVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,107,NA,US,US-MA,Beverly / Danvers,no,KBVY,BVY,BVY,http://www.beverlyairport.com/,https://en.wikipedia.org/wiki/Beverly_Municipal_Airport,
3440,KCAR,medium_airport,Caribou Municipal Airport,46.871498,-68.017899,626,NA,US,US-ME,Caribou,no,KCAR,CAR,CAR,,https://en.wikipedia.org/wiki/Caribou_Municipal_Airport,
18977,KCDA,small_airport,Caledonia County Airport,44.56909943,-72.01799774,1188,NA,US,US-VT,Lyndonville,no,KCDA,LLX,CDA,,https://en.wikipedia.org/wiki/Caledonia_County_Airport,Formerly 6B8
3444,KCEF,medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,241,NA,US,US-MA,Chicopee,no,KCEF,CEF,CEF,,https://en.wikipedia.org/wiki/Westover_Air_Reserve_Base/Metropolitan_Airport,
19523,KCNH,small_airport,Claremont Municipal Airport,43.37039948,-72.36869812,545,NA,US,US-NH,Claremont,no,KCNH,CNH,CNH,http://www.claremontnh.com/residents/claremont-municipal-airport.aspx,https://en.wikipedia.org/wiki/Claremont_Municipal_Airport,
19534,KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342,NA,US,US-NH,Concord,no,KCON,CON,CON,http://www.concordnh.gov/facilities/facility/details/Concord-Municipal-Airport-31,https://en.wikipedia.org/wiki/Concord_Municipal_Airport,
19547,KCQX,small_airport,Chatham Municipal Airport,41.68840026855469,-69.98950195,68,NA,US,US-MA,Chatham,no,KCQX,,CQX,,https://en.wikipedia.org/wiki/Chatham_Municipal_Airport,
28132,KCWN,closed,White Mountain Airport,44.02000045776367,-71.11000061,334,NA,US,US-NH,North Conway,no,,,,,,"KCWN, KCWN"
19616,KDAW,small_airport,Skyhaven Airport,43.2841,-70.929298,322,NA,US,US-NH,Rochester,no,KDAW,,DAW,https://skyhavennh.com/,https://en.wikipedia.org/wiki/Skyhaven_Airport_(New_Hampshire),
19620,KDDH,small_airport,William H Morse State Airport,42.8913,-73.246399,827,NA,US,US-VT,Bennington,no,KDDH,,DDH,https://vtrans.vermont.gov/aviation/airports/williamhmorse,https://en.wikipedia.org/wiki/William_H._Morse_State_Airport,5B5
19676,KDXR,medium_airport,Danbury Municipal Airport,41.371656,-73.482227,458,NA,US,US-CT,Danbury,no,KDXR,DXR,DXR,,https://en.wikipedia.org/wiki/Danbury_Municipal_Airport,
3504,KEEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488,NA,US,US-NH,Keene,no,KEEN,EEN,EEN,https://ci.keene.nh.us/keene-dillant-hopkins-airport,https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport,
19732,KEFK,small_airport,Northeast Kingdom International Airport,44.888802,-72.229202,930,NA,US,US-VT,Newport,no,KEFK,EFK,EFK,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Vermont),Newport State Airport
29838,KEHT,closed,East Hartford Airport,41.75419998168945,-72.62470245,49,NA,US,US-CT,Hartford,no,,,,,,"KEHT, KEHT, EHT"
19765,KEPM,small_airport,Eastport Municipal Airport,44.910099,-67.012703,45,NA,US,US-ME,Eastport,no,KEPM,,EPM,,https://en.wikipedia.org/wiki/Eastport_Municipal_Airport,
17181,KERR,small_airport,Errol Airport,44.7925,-71.1642,1245,NA,US,US-NH,Errol,no,KERR,ERR,ERR,http://www.nh.gov/dot/org/aerorailtransit/aeronautics/sasp/airports/errol.htm,https://de.wikipedia.org/wiki/Errol_Airport,
3519,KEWB,medium_airport,New Bedford Regional Airport,41.67610168457031,-70.95690155,80,NA,US,US-MA,New Bedford,yes,KEWB,EWB,EWB,,https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,
19870,KFIT,small_airport,Fitchburg Municipal Airport,42.554100036621094,-71.75900269,348,NA,US,US-MA,Fitchburg,no,KFIT,,FIT,,https://en.wikipedia.org/wiki/Fitchburg_Municipal_Airport,
29862,KFLR,closed,Fall River Airport,41.75555,-71.10907,190,NA,US,US-MA,Fall River,no,,,,,,"KFLR, KFLR, FLR"
19879,KFMH,small_airport,Cape Cod Coast Guard Air Station,41.657899,-70.52163,131,NA,US,US-MA,Falmouth,no,KFMH,FMH,FMH,http://www.uscg.mil/d1/airstacapecod/,https://en.wikipedia.org/wiki/Coast_Guard_Air_Station_Cape_Cod,"Otis Airforce Base, Otis Air National Guard Base"
19899,KFSO,small_airport,Franklin County State Airport,44.9403,-73.097504,228,NA,US,US-VT,Swanton,no,KFSO,,FSO,,https://en.wikipedia.org/wiki/Franklin_County_State_Airport,Highgate
19906,KFVE,small_airport,Northern Aroostook Regional Airport,47.28549957,-68.31279755,988,NA,US,US-ME,Frenchville,no,KFVE,WFK,FVE,,https://en.wikipedia.org/wiki/Northern_Aroostook_Regional_Airport,
19928,KGBR,small_airport,Walter J. Koladza Airport,42.18420029,-73.40319824,739,NA,US,US-MA,Great Barrington,no,KGBR,GBR,GBR,http://greatbarringtonairport.com/,https://en.wikipedia.org/wiki/Walter_J._Koladza_Airport,
19935,KGDM,small_airport,Gardner Municipal Airport,42.54999924,-72.01609802,955,NA,US,US-MA,Gardner,no,KGDM,GDM,GDM,,https://en.wikipedia.org/wiki/Gardner_Municipal_Airport_(Massachusetts),
19949,KGHG,small_airport,Marshfield Municipal George Harlow Field,42.097665,-70.67283,11,NA,US,US-MA,Marshfield,no,KGHG,,GHG,,https://en.wikipedia.org/wiki/Marshfield_Municipal_Airport_(Massachusetts),3B2
